"","look","sum","output"
"74277","date birth",27,"gender"
"74278","date method",25,"used"
"74279","dating back",26,"years"
"74280","dating last",27,"season"
"74281","daughter daughter",29,"s"
"74282","daughter guy",27,"front"
"74283","daughter like",29,"people"
"74284","daughter reason",30,"smile"
"74285","daughter s",25,"home"
"74286","dave bing",20,"s"
"74287","dave bundy",29,"publisher"
"74288","dave tippett",26,"said"
"74289","david dillon",30,"percent"
"74290","david eisenhauer",31,"said"
"74291","david fincher",29,"social"
"74292","david freese",24,"s"
"74293","david o",24,"russell"
"74294","david rosenberg",30,"chief"
"74295","david stern",28,"alluded"
"74296","davis buddies",26,"go"
"74297","dawson undergoing",39,"chemotherapy"
"74298","day best",22,"mom"
"74299","day day",21,"said"
"74300","day demonstrators",34,"holding"
"74301","day far",21,"many"
"74302","day first",27,"quarter"
"74303","day five",22,"days"
"74304","day get",24,"caught"
"74305","day home",24,"family"
"74306","day just",22,"one"
"74307","day laborer",31,"organizing"
"74308","day looking",28,"forward"
"74309","day next",23,"year"
"74310","day obama",20,"s"
"74311","day one",20,"day"
"74312","day s",22,"events"
"74313","day six",21,"days"
"74314","day st",22,"louis"
"74315","days earlier",31,"according"
"74316","days grow",27,"shorter"
"74317","days labor",24,"day"
"74318","days passed",27,"since"
"74319","days training",27,"camp"
"74320","daytime phone",30,"number"
"74321","dc urdangarin",28,"works"
"74322","de facto",25,"leader"
"74323","de la",24,"princesa"
"74324","de south",26,"carolina"
"74325","dead like",25,"people"
"74326","dead m",27,"authorities"
"74327","deal deal",31,"unsymetrical"
"74328","deal every",25,"inch"
"74329","deal fell",25,"apart"
"74330","deal government",29,"part"
"74331","deal grateful",27,"good"
"74332","deal holland",27,"like"
"74333","deal new",32,"congressional"
"74334","deal wesley",29,"matthews"
"74335","dealer reported",29,"last"
"74336","dealer reporter",31,"robert"
"74337","dealer washington",34,"bureau"
"74338","dealing posttraumatic",37,"stress"
"74339","dean college",26,"arts"
"74340","dear mr",21,"dad"
"74341","death baseball",27,"bat"
"74342","death early",34,"observations"
"74343","death go",27,"romantic"
"74344","death grateful",28,"good"
"74345","death ice",25,"bucket"
"74346","death ohh",29,"pointbreak"
"74347","death osama",25,"bin"
"74348","death well",26,"pretty"
"74349","debate whether",33,"designer"
"74350","debit card",26,"banks"
"74351","debit cards",31,"purchases"
"74352","deborah s",24,"palm"
"74353","debt collection",30,"cases"
"74354","debt crisis",27,"spread"
"74355","debt grown",34,"significantly"
"74356","debts million",30,"pounds"
"74357","debunk finding",31,"rocked"
"74358","debut last",24,"year"
"74359","debuted south",32,"southwest"
"74360","dec go",24,"romantic"
"74361","dec guy",23,"table"
"74362","dec ice",23,"bucket"
"74363","dec inside",26,"burned"
"74364","dec m",18,"pm"
"74365","dec ohh",27,"pointbreak"
"74366","dec saturday",26,"dec"
"74367","dec well",24,"pretty"
"74368","decade ago",24,"will"
"74369","decade give",29,"anything"
"74370","decade hey",29,"sunshine"
"74371","decade holland",28,"like"
"74372","decade reason",28,"smile"
"74373","decade talking",27,"mom"
"74374","decade war",31,"afghanistan"
"74375","decades cutest",29,"thing"
"74376","decades go",29,"romantic"
"74377","decades grateful",31,"good"
"74378","decades guy",27,"table"
"74379","decades well",29,"pretty"
"74380","december alqaida",32,"leader"
"74381","december delivery",33,"cents"
"74382","december early",36,"observations"
"74383","december guy",27,"front"
"74384","december holland",31,"like"
"74385","december reason",30,"smile"
"74386","december thankful",36,"childhood"
"74387","december well",29,"pretty"
"74388","decided disclose",30,"plot"
"74389","decided take",27,"train"
"74390","decision cutest",31,"thing"
"74391","decision early",37,"observations"
"74392","decision go",30,"romantic"
"74393","decision hey",31,"sunshine"
"74394","decision ice",28,"bucket"
"74395","decision introduce",31,"new"
"74396","decision last",27,"year"
"74397","decision ohh",33,"pointbreak"
"74398","decision run",31,"president"
"74399","decision supreme",32,"court"
"74400","decisions cutest",31,"thing"
"74401","decisions every",29,"day"
"74402","decisions going",30,"make"
"74403","decisions grateful",33,"good"
"74404","decisions made",27,"way"
"74405","declined comment",35,"thursday"
"74406","declined discuss",30,"case"
"74407","declined identify",35,"specific"
"74408","declined interview",35,"request"
"74409","deco building",28,"home"
"74410","decomposing body",31,"found"
"74411","dedicated bus",27,"lane"
"74412","dedicated public",34,"servants"
"74413","deep creek",25,"lake"
"74414","deepwater horizon",31,"rig"
"74415","default country",30,"hurt"
"74416","defended tabloids",33,"saying"
"74417","defender s",27,"office"
"74418","defender tracy",29,"brown"
"74419","defending class",27,"a"
"74420","defending sprint",29,"cup"
"74421","defending world",34,"champions"
"74422","defense allowing",31,"just"
"74423","defense attorney",39,"specializing"
"74424","defense attorneys",33,"argued"
"74425","defense department",29,"s"
"74426","defense every",28,"inch"
"74427","defense getting",31,"ready"
"74428","defense go",29,"romantic"
"74429","defense great",27,"see"
"74430","defense guy",26,"front"
"74431","defense happy",35,"thanksgiving"
"74432","defense hey",27,"thanks"
"74433","defense hope",30,"everyone"
"74434","defense just",27,"like"
"74435","defense lawyers",30,"said"
"74436","defense really",28,"want"
"74437","defense rt",23,"rt"
"74438","defense thanks",32,"retweet"
"74439","defenseman alex",36,"pietrangelo"
"74440","defenseman brad",31,"stuart"
"74441","defenseman rostislav",36,"klesla"
"74442","defensive coordinator",36,"perry"
"74443","defensive end",32,"chandler"
"74444","defensive line",28,"will"
"74445","defensive tackle",33,"marvin"
"74446","defensive tackles",29,"ty"
"74447","deficit go",28,"romantic"
"74448","deficit well",28,"pretty"
"74449","define compassionate",42,"conservatism"
"74450","definitely going",30,"hurt"
"74451","definitely looking",36,"forward"
"74452","definitely way",28,"said"
"74453","degree art",27,"history"
"74454","degree criminal",32,"justice"
"74455","degree elementary",36,"education"
"74456","degree social",27,"work"
"74457","degrees lightly",28,"oil"
"74458","del mar",21,"high"
"74459","del paso",26,"heights"
"74460","delaware s",28,"governor"
"74461","delaware valley",33,"horsemen"
"74462","delayed scheduled",30,"nov"
"74463","delivery cents",30,"barrel"
"74464","della fave",25,"said"
"74465","delta community",31,"center"
"74466","deltona died",29,"sunday"
"74467","demanded money",28,"back"
"74468","demanded release",33,"alqaida"
"74469","democrat dennis",34,"kucinich"
"74470","democratic candidates",39,"running"
"74471","democratic incumbent",34,"gov"
"74472","democratic nominee",37,"michigan"
"74473","democratic party",28,"s"
"74474","democratic republic",35,"congo"
"74475","democrats dennis",35,"kucinich"
"74476","democrats health",30,"care"
"74477","demoff rams",30,"executive"
"74478","demonstrators holding",36,"large"
"74479","dennis allen",26,"said"
"74480","dennis brown",26,"said"
"74481","dennis kucinich",26,"s"
"74482","denny hamlin",25,"th"
"74483","denny s",28,"restaurant"
"74484","denver early",34,"observations"
"74485","denver hey",28,"sunshine"
"74486","denver san",25,"diego"
"74487","denver well",28,"pretty"
"74488","department assessments",40,"taxation"
"74489","department behavioral",37,"health"
"74490","department child",35,"services"
"74491","department consumer",40,"protection"
"74492","department economic",40,"development"
"74493","department education",39,"spokesman"
"74494","department energy",28,"s"
"74495","department environmental",44,"management"
"74496","department fish",33,"wildlife"
"74497","department go",32,"romantic"
"74498","department ice",31,"bucket"
"74499","department job",31,"family"
"74500","department justice",33,"state"
"74501","department parks",37,"recreation"
"74502","department s",31,"policies"
"74503","department said",33,"consumer"
"74504","department spokesman",35,"said"
"74505","department talking",32,"mom"
"74506","department transportation",44,"officials"
"74507","department veterans",36,"affairs"
"74508","department water",35,"resources"
"74509","department well",31,"pretty"
"74510","dependence foreign",32,"oil"
"74511","deptford pleaded",32,"guilty"
"74512","deputy attorney",32,"general"
"74513","deputy auditor",29,"samir"
"74514","deputy county",31,"attorney"
"74515","deputy executive",34,"director"
"74516","deputy fire",26,"chief"
"74517","deputy foreign",33,"minister"
"74518","deputy mayor",29,"kaliope"
"74519","deputy us",27,"marshal"
"74520","derrick roses",30,"health"
"74521","described introverted",36,"math"
"74522","described rodriguez",31,"s"
"74523","described ship",26,"s"
"74524","described silent",31,"night"
"74525","described years",28,"old"
"74526","desecration human",34,"remains"
"74527","deserts effective",32,"hoped"
"74528","deserve nothing",29,"less"
"74529","deserves lot",28,"credit"
"74530","designed protect",32,"public"
"74531","designer can",28,"color"
"74532","despite requests",31,"obama"
"74533","destroyed aggressive",38,"behavior"
"74534","destroyed thousands",35,"homes"
"74535","detail perform",32,"personal"
"74536","details breathe",30,"want"
"74537","details cutest",29,"thing"
"74538","details early",35,"observations"
"74539","details give",30,"anything"
"74540","details hey",30,"sunshine"
"74541","details m",21,"pm"
"74542","details president",28,"s"
"74543","details reason",29,"smile"
"74544","details site",24,"s"
"74545","detained immigrants",34,"faced"
"74546","detective mike",33,"weinstein"
"74547","detention arrest",30,"must"
"74548","detroit curtis",31,"mccrary"
"74549","detroit give",31,"anything"
"74550","detroit ice",27,"bucket"
"74551","detroit institute",32,"arts"
"74552","detroit like",28,"people"
"74553","detroit medical",32,"center"
"74554","detroit ohh",31,"pointbreak"
"74555","detroit s",24,"west"
"74556","detroit talking",29,"mom"
"74557","detroit thankful",35,"childhood"
"74558","detroit well",28,"pretty"
"74559","detroit woodward",34,"detroit"
"74560","developed country",33,"world"
"74561","developers across",34,"country"
"74562","developing breast",34,"cancer"
"74563","development cutest",34,"thing"
"74564","development director",35,"city"
"74565","development grateful",35,"good"
"74566","development holland",34,"like"
"74567","development just",30,"like"
"74568","development kansas",33,"city"
"74569","development thankful",39,"childhood"
"74570","devils series",27,"edge"
"74571","dfl gov",22,"mark"
"74572","dickson s",22,"new"
"74573","dictator josef",30,"stalin"
"74574","didnt think",24,"bad"
"74575","die best",21,"way"
"74576","die cant",23,"wait"
"74577","die good",23,"luck"
"74578","die hell",23,"yeah"
"74579","die just",23,"want"
"74580","die looks",24,"like"
"74581","die oh",19,"god"
"74582","die thanks",30,"following"
"74583","died arriving",32,"hospital"
"74584","died blunt",25,"force"
"74585","died car",23,"crash"
"74586","died days",24,"later"
"74587","died deal",31,"unsymetrical"
"74588","died early",32,"observations"
"74589","died every",25,"inch"
"74590","died father",25,"used"
"74591","died go",25,"romantic"
"74592","died guy",23,"front"
"74593","died hey",27,"sunshine"
"74594","died injuries",31,"suffered"
"74595","died last",23,"week"
"74596","died late",26,"monday"
"74597","died like",25,"people"
"74598","died line",24,"duty"
"74599","died ohh",28,"pointbreak"
"74600","died reason",26,"smile"
"74601","died sunday",28,"morning"
"74602","died thankful",33,"childhood"
"74603","died three",25,"days"
"74604","died thursday",30,"osceola"
"74605","died years",23,"ago"
"74606","diego county",26,"will"
"74607","diego gas",28,"electric"
"74608","diego san",24,"diego"
"74609","different anyone",30,"else"
"74610","different breathe",31,"want"
"74611","different cutest",31,"thing"
"74612","different directions",35,"make"
"74613","different guy",29,"front"
"74614","different hey",32,"sunshine"
"74615","different kind",30,"truth"
"74616","different like",30,"people"
"74617","different many",31,"others"
"74618","different point",30,"view"
"74619","different standard",34,"states"
"74620","different starting",34,"lineup"
"74621","different walks",29,"life"
"74622","different way",28,"said"
"74623","difficulty moderate",34,"allow"
"74624","dig walls",23,"find"
"74625","dillon percent",28,"pay"
"74626","dime beer",25,"night"
"74627","dimora auditor",30,"frank"
"74628","dimora federal",36,"racketeering"
"74629","dimora frank",27,"russo"
"74630","dimora las",26,"vegas"
"74631","dimora primary",30,"target"
"74632","dimora s",25,"driver"
"74633","diners can",26,"choose"
"74634","dining room",26,"looks"
"74635","dinner friday",28,"night"
"74636","dinner main",29,"courses"
"74637","dinner washington",29,"dc"
"74638","direct impact",29,"school"
"74639","direction holcombefisher",41,"funeral"
"74640","direction well",30,"pretty"
"74641","directly across",32,"street"
"74642","directly involved",35,"process"
